From Node ID,To Node ID,Weight
7941,36718,-1
7941,42118,0
7941,35594,0
7942,36395,1
7942,36377,-1
7942,35274,1
7942,35993,1
7942,35772,1
7942,35394,1
7942,35509,-1
7942,35656,1
7943,36387,1
7943,41374,-1
7943,42826,1
7943,41997,0
7943,41795,0
7943,38817,1
7944,41351,-1
7944,38287,0
7944,38170,0
7944,38720,0
7944,42510,-1
7944,40123,1
7944,37033,-1
7944,42466,-1
7944,38951,0
7944,40627,1
7944,42366,-1
7944,40335,1
7944,38132,-1
7944,41576,-1
7944,40945,-1
7944,41220,-1
7945,41201,1
7945,44322,1
7945,44321,1
7945,43157,0
7945,42703,1
7945,44291,1
7946,39446,1
7946,35541,1
7946,34413,1
7946,40272,0
7946,40688,0
7947,36533,0
7947,38764,1
7947,38562,1
7947,41536,1
7947,38819,1
7947,41192,1
7947,41819,0
7947,42465,0
7947,42926,1
7947,41065,1
7947,41433,-1
7947,38253,0
7947,40074,0
7947,37664,0
7947,36261,0
7947,40458,1
7947,37637,1
7947,39366,1
7947,42812,1
7947,39561,1
7947,41672,1
7947,37603,1
7947,39468,0
7947,38437,1
7947,38736,0
7947,40344,1
7947,39936,1
7947,39103,-1
7947,38355,0
7947,39403,1
7947,39337,1
7947,40571,1
7948,35381,-1
7948,34875,1
7948,34419,1
7948,34409,1
7948,35078,1
7948,35240,1
7948,35365,1
7949,42229,1
7949,44095,1
7949,40850,1
7949,39944,1
7949,44524,1
7949,43105,1
7950,38676,1
7950,36680,1
7950,37522,1
7950,36435,1
7950,38222,1
7951,41947,1
7951,42139,1
7951,44489,1
7951,41806,1
7951,41835,1
7951,39692,1
7951,42307,1
7951,36232,1
7951,43012,0
7951,40904,1
7951,39554,1
7952,41862,1
7952,40482,-1
7952,41625,1
7952,43363,1
7952,42818,1
7952,43270,1
7952,41994,1
7952,41258,1
7952,43299,1
7953,36205,1
7953,35308,1
7953,35480,-1
7953,36821,1
7953,35415,-1
7953,37598,1
7953,36553,1
7953,37481,1
7953,34348,1
7953,37076,1
7953,36820,0
7953,36253,1
7953,37600,1
7953,34388,0
7953,37527,1
7953,37362,1
7953,34383,1
7953,37536,1
7953,37312,1
7953,36930,1
7953,37706,1
7953,36934,1
7953,35562,1
7953,35436,1
7953,37398,-1
7953,35710,1
7953,37002,1
7953,37003,1
7953,36395,1
7953,35314,1
7953,34747,1
7953,35787,1
7953,35963,0
7953,37324,1
7953,36362,1
7953,37221,1
7953,37652,1
7953,35697,1
7953,37225,1
7954,39189,1
7954,41031,1
7954,40187,1
7954,39816,-1
7954,38410,-1
7954,41296,1
7955,39921,1
7955,34403,1
7955,40451,1
7955,38395,1
7955,41127,1
7956,39910,-1
7956,38581,-1
7956,38694,1
7956,41147,1
7956,41575,1
7957,42118,1
7957,43330,0
7957,44620,1
7957,42868,1
7957,42051,1
7957,44030,1
7957,40814,1
7957,41491,1
7957,42663,1
7957,42906,1
7957,43676,1
7957,44654,1
7957,43569,1
7958,36739,1
7958,36639,1
7958,38656,-1
7958,37625,1
7958,37031,-1
7958,34403,1
7959,42468,-1
7959,40675,1
7959,39275,-1
7959,43698,-1
7959,39264,1
7960,43569,1
7960,44849,1
7960,42904,0
7960,44394,1
7960,44922,1
7960,42884,0
7960,43587,0
7960,44220,1
7961,44570,1
7961,44428,0
7961,42556,1
7961,42529,1
7961,43888,-1
7961,42890,1
7961,43469,1
7961,42764,1
7961,38963,0
7961,38620,1
7961,43131,1
7961,44592,1
7961,40786,-1
7961,43704,-1
7961,42954,1
7961,44593,1
7961,44362,1
7961,44953,1
7961,42465,1
7961,44595,1
7961,43376,1
7961,38667,0
7961,44407,1
7961,44491,1
7961,43100,-1
7961,39761,1
7961,44348,1
7961,43776,1
7961,43117,1
7962,39457,1
7962,39564,1
7962,38166,0
7962,39346,1
7962,40562,1
7962,34403,1
7962,39104,0
7962,39074,0
7962,38642,1
7962,34758,1
7963,40144,0
7963,38161,1
7963,44086,1
7963,42906,1
7963,42923,1
7963,44101,1
7963,44754,1
7963,39339,0
7963,41906,1
7963,43694,1
7963,41918,1
7964,40217,1
7964,40297,1
7964,40562,1
7964,39662,1
7964,39992,1
7965,34417,0
7965,36576,1
7965,42669,-1
7965,41040,1
7965,40714,1
7965,35861,0
7965,39339,1
7966,40024,1
7966,39692,1
7966,40105,1
7966,40559,1
7966,38577,1
7967,40069,1
7967,39668,1
7967,42663,1
7967,40863,1
7967,43296,1
7968,37154,1
7968,40355,1
7968,41009,1
7968,40814,-1
7968,38153,1
7968,42703,1
7969,38024,1
7969,43520,1
7969,36091,1
7969,40260,1
7969,42666,0
7970,40345,1
7970,38391,1
7970,43434,1
7970,38169,1
7970,41864,1
7970,40394,1
7970,38070,-1
7971,44894,1
7971,43397,1
7971,39401,0
7971,41193,1
7971,41058,1
7971,40337,1
7971,43460,1
7972,41260,1
7972,44082,-1
7972,44524,-1
7972,42706,-1
7972,42705,-1
7973,43628,1
7973,43551,1
7973,43840,-1
7973,42476,1
7973,42062,1
7974,41373,1
7974,42462,1
7974,40017,1
7974,41268,1
7974,43031,1
7974,39256,1
7974,41758,1
7974,40373,1
7975,42028,1
7975,44220,1
7975,34403,1
7975,44584,1
7975,39692,1
7975,41901,1
7976,37032,1
7976,37196,1
7976,35846,1
7976,39141,1
7976,38156,1
7976,37833,-1
7977,38991,0
7977,40152,0
7977,41034,1
7977,39795,1
7977,40876,1
7977,37063,1
7977,41179,1
7977,39697,0
7977,38477,0
7978,35994,-1
7978,36127,1
7978,35846,1
7978,36105,1
7978,36640,0
7979,34705,0
7979,34895,1
7979,34776,1
7979,34704,1
7979,34458,1
7979,35448,1
7980,36547,1
7980,36024,1
7980,36565,1
7980,36303,1
7980,35831,1
7980,36588,1
7980,36819,1
7981,36576,1
7981,38099,1
7981,34907,1
7981,37327,1
7981,37009,1
7981,36005,1
7981,35383,1
7981,34376,1
7981,35344,1
7981,37301,1
7981,37282,1
7981,37547,0
7981,34975,1
7981,35567,0
7981,36641,0
7981,35085,0
7981,35576,1
7981,35444,0
7981,36477,1
7981,37452,1
7981,35924,1
7981,36537,1
7981,35958,0
7981,35428,1
7981,35236,1
7981,36058,1
7981,36489,1
7981,38282,1
7982,35697,1
7982,37595,1
7982,36943,0
7982,37225,1
7982,37610,1
7983,39943,1
7983,38923,0
7983,38683,1
7983,38879,1
7983,41767,1
7983,39377,1
7983,39760,1
7983,40730,1
7984,41608,1
7984,44642,1
7984,38599,1
7984,41100,1
7984,39319,1
7984,41106,0
7984,39387,1
7984,43282,0
7984,43477,1
7984,42870,-1
7984,40168,-1
7985,42789,1
7985,38843,1
7985,38069,1
7985,41698,1
7985,37031,1
7985,41800,0
7985,40605,1
7985,39445,1
7985,38781,1
7985,40580,1
7986,44358,1
7986,43569,1
7986,44912,1
7986,44505,-1
7986,42706,1
7986,43790,1
7986,44348,1
7986,43802,1
7986,43033,0
7986,43705,1
7986,44356,1
7986,44357,1
7986,44359,1
7986,41465,-1
7986,44257,1
7986,44553,1
7986,39692,1
7986,44511,-1
7986,44361,1
7986,44559,1
7986,44642,1
7986,44902,1
7986,43435,1
7986,42958,1
7987,39692,1
7987,42120,1
7987,40570,1
7987,43851,1
7987,42793,1
7987,42703,1
7988,42672,1
7988,39730,1
7988,42917,1
7988,44186,1
7988,42497,1
7988,44495,1
7988,43035,1
7988,42373,1
7988,42258,1
7988,43653,1
7988,39665,1
7988,42928,1
7989,37133,0
7989,37451,1
7989,36058,-1
7989,36646,1
7989,37452,-1
7989,38796,1
7989,38815,1
7989,36700,1
7990,35698,1
7990,35510,1
7990,35468,1
7990,35659,-1
7990,35459,1
7990,35668,1
7990,35697,1
7990,35495,1
7990,35715,1
7990,35963,1
7990,35452,1
7990,36556,-1
7991,41473,1
7991,37333,-1
7991,37720,0
7991,41183,-1
7991,37686,1
7991,40336,1
7991,41009,1
7991,35991,1
7991,37225,1
7991,40864,1
7991,38154,1
7991,40235,1
7991,38587,1
7991,38550,1
7991,38304,1
7991,40334,-1
7991,38746,1
7991,37998,1
7991,38513,1
7992,37018,1
7992,38591,1
7992,37595,1
7992,37596,1
7992,41675,1
7992,36834,1
7992,44549,-1
7992,40505,1
7992,40814,1
7993,39231,-1
7993,41880,1
7993,40224,1
7993,44356,1
7993,37874,1
7994,39399,1
7994,39356,1
7994,38587,1
7994,38039,1
7994,37055,1
7994,40197,0
7995,39822,1
7995,43607,1
7995,44755,1
7995,41101,1
7995,41951,1
7996,35016,1
7996,40876,1
7996,39884,-1
7996,42939,1
7996,34536,0
7997,37807,0
7997,44754,-1
7997,42617,1
7997,44133,1
7997,43994,1
7997,34708,1
7997,41856,1
7997,34815,1
7997,34860,1
7997,42596,1
7997,34835,1
7997,43508,0
7997,34734,1
7997,38144,1
7997,43752,1
7997,43930,0
7997,35003,1
7998,40017,-1
7998,43494,1
7998,43611,-1
7998,43322,-1
7998,44093,1
7999,41916,1
7999,44205,1
7999,44079,1
7999,43427,0
7999,44754,1
7999,44522,-1
7999,42868,1
7999,43020,1
7999,39973,1
7999,41125,1
7999,44610,1
8000,41196,1
8000,44511,1
8000,42818,1
8000,43239,1
8000,41093,1
8000,44547,1
8000,41880,1
8000,44380,1
8000,43848,1
8000,44601,1
8000,41887,1
8000,44703,1
8000,44293,1
8000,44074,1
8000,41465,1
8000,42646,1
8000,44742,0
8000,44830,1
8001,44604,0
8001,44547,1
8001,44809,1
8001,43989,1
8001,44601,0
8001,37838,1
8001,44511,1
8002,43481,1
8002,43358,1
8002,42693,1
8002,42979,0
8002,42510,1
8002,42466,0
8002,42248,1
8002,41896,1
8003,42307,1
8003,41144,1
8003,41115,1
8003,42979,1
8003,42329,1
8003,42509,1
8003,43653,1
8003,42453,1
8003,42367,1
8003,41698,1
8003,41906,1
8004,42214,1
8004,41014,1
8004,43877,1
8004,38113,1
8004,37924,1
8004,40125,1
8004,40372,1
8005,41528,-1
8005,42769,1
8005,43438,0
8005,38157,0
8005,43227,0
8005,37009,1
8005,39145,1
8006,42764,1
8006,44428,1
8006,42249,1
8006,43787,1
8006,42712,1
8006,43812,1
8007,38552,1
8007,38116,1
8007,35661,1
8007,37033,1
8007,42012,0
8007,43060,1
8008,35088,-1
8008,35129,1
8008,34642,-1
8008,36964,0
8008,35523,1
8008,34337,1
8008,34344,0
8008,38343,-1
8008,35281,1
8008,34403,1
8008,35913,0
8009,42607,1
8009,40876,1
8009,39732,1
8009,41958,1
8009,39399,1
8010,35088,1
8010,37801,1
8010,36903,1
8010,38536,1
8010,38316,1
8010,36902,1
8011,41220,-1
8011,39551,-1
8011,42330,1
8011,43350,-1
8011,40254,-1
8012,44601,-1
8012,44470,-1
8012,41813,-1
8012,41526,-1
8012,41974,-1
8013,42917,1
8013,43035,-1
8013,41875,-1
8013,43569,1
8013,44281,-1
8013,44471,0
8013,43790,-1
8013,41884,1
8014,34388,1
8014,35092,1
8014,35743,1
8014,35066,1
8014,34536,0
8015,37104,1
8015,41097,1
8015,43563,1
8015,41105,1
8015,43879,1
8015,43811,0
8016,40216,0
8016,40237,0
8016,40611,1
8016,42943,1
8016,39457,0
8016,37752,1
8016,39453,1
8016,40345,-1
8016,40873,0
8016,39936,-1
8016,40054,1
8016,39353,1
8016,38170,0
8016,40145,1
8016,41536,0
8016,39564,-1
8016,40656,0
8016,39366,0
8016,39801,-1
8016,41540,-1
8016,38417,-1
8016,39467,1
8016,38591,1
8016,39113,1
8017,42248,1
8017,44918,1
8017,42982,0
8017,41646,1
8017,37838,1
8017,41907,0
8017,44842,-1
8017,43652,1
8017,39134,0
8017,42677,-1
8017,41819,1
8018,34722,1
8018,35700,1
8018,35572,1
8018,34914,1
8018,35504,0
8019,36057,1
8019,35945,0
8019,37024,1
8019,35148,1
8019,35993,-1
8019,35557,-1
8019,35793,1
8020,34813,1
8020,35491,1
8020,37609,1
8020,41040,1
8020,42325,1
8020,40685,1
8021,41795,1
8021,38741,1
8021,39737,1
8021,44402,1
8021,41781,1
8021,42792,1
8022,38132,1
8022,42879,1
8022,42510,1
8022,41921,0
8022,41150,1
8023,37889,1
8023,40692,1
8023,39093,1
8023,40462,1
8023,39502,1
8023,38417,0
8023,43356,1
8023,44711,1
8023,35998,1
8024,34434,1
8024,35280,1
8024,34971,1
8024,35317,-1
8024,35190,1
8024,35114,1
8024,34909,1
8024,35158,1
8024,34419,1
8024,34990,1
8024,35281,1
8024,35219,1
8024,34970,1
8024,35322,1
8024,35159,0
8024,35166,0
8025,42508,1
8025,37817,1
8025,37819,-1
8025,39121,1
8025,41710,-1
8025,39267,1
8025,39467,0
8025,43587,-1
8025,38167,1
8025,42945,1
8025,41220,-1
8025,38845,0
8025,37806,-1
8026,34552,-1
8026,38181,1
8026,41504,1
8026,37998,1
8026,35709,-1
8026,35672,1
8026,44801,1
8026,35260,1
8026,37055,-1
8026,36127,1
8026,34888,1
8027,43021,0
8027,44089,1
8027,44547,-1
8027,40335,1
8027,44504,-1
8028,38417,1
8028,41343,0
8028,39457,1
8028,41247,1
8028,43538,1
8028,44356,1
8028,43304,1
8028,42694,0
8028,41750,1
8028,41104,1
8028,42698,1
8028,44359,1
8028,42818,1
8028,42926,1
8028,43229,0
8028,42799,0
8028,43020,1
8028,41116,1
8028,42745,0
8028,39911,1
8028,42827,1
8028,34828,1
8028,36334,1
8028,41099,1
8028,41180,1
8028,41200,1
8028,40144,1
8028,39263,1
8028,39642,0
8028,41844,1
8028,40217,1
8028,43097,0
8028,42461,1
8028,44433,0
8028,41887,1
8028,43882,1
8028,42509,1
8028,40663,1
8028,42911,1
8028,43850,1
8028,41698,1
8028,43141,1
8028,42324,1
8028,44106,1
8028,42120,1
8028,41097,1
8028,41527,0
8028,40338,1
8028,43898,1
8028,41817,1
8028,43848,1
8028,42595,-1
8028,39825,1
8028,42453,1
8028,40696,1
8028,41115,1
8029,44394,1
8029,40265,1
8029,34783,1
8029,42908,1
8029,41649,1
8029,43394,1
8030,43994,1
8030,42792,1
8030,41179,1
8030,39795,1
8030,42414,-1
8031,40334,1
8031,40486,1
8031,43086,-1
8031,35409,0
8031,39277,-1
8032,37838,1
8032,42804,1
8032,41314,1
8032,36496,1
8032,42651,1
8032,42074,0
8032,38816,1
8032,38733,1
8032,42171,1
8032,38735,1
8033,39692,1
8033,43686,1
8033,42703,1
8033,42092,1
8033,38602,1
8034,41196,0
8034,41887,0
8034,43665,0
8034,38981,1
8034,42704,1
8034,38844,0
8034,39454,0
8034,42470,-1
8034,41130,0
8034,43862,0
8035,36005,1
8035,36287,1
8035,35075,1
8035,35817,1
8035,36782,1
8035,36036,1
8035,35281,1
8035,35789,-1
8035,35862,1
8035,36060,1
8035,35572,1
8035,36308,1
8035,35577,0
8035,36227,1
8035,35656,0
8035,35898,0
8035,35185,-1
8035,35306,1
8035,36341,0
8035,35912,0
8035,36054,1
8035,35542,1
8035,36168,1
8035,35780,1
8035,34713,1
8035,36080,1
8035,35964,0
8036,41465,1
8036,40729,1
8036,37838,1
8036,38816,1
8036,43187,1
8036,43681,1
8037,42949,0
8037,42393,0
8037,38480,0
8037,39263,1
8037,42138,1
8037,43632,-1
8037,42182,1
8037,38710,-1
8037,38404,1
8037,41513,1
8037,40611,0
8037,44928,0
8038,42966,1
8038,44703,1
8038,42079,1
8038,43681,1
8038,42804,1
8038,43193,1
8038,42252,1
8038,43849,1
8038,41465,1
8039,36737,1
8039,35988,1
8039,35479,1
8039,36047,1
8039,35682,1
8039,36370,1
8039,36398,1
8039,36400,1
8039,36645,-1
8039,36373,1
8040,43676,1
8040,42827,-1
8040,42509,-1
8040,44427,1
8040,41875,-1
8040,44682,1
8040,44789,1
8041,41436,1
8041,41940,1
8041,42036,1
8041,40794,1
8041,37838,0
8042,41691,1
8042,40053,1
8042,41993,1
8042,40777,1
8042,40713,1
8042,43152,1
8042,38899,1
8043,38159,1
8043,44544,0
8043,39453,1
8043,42947,1
8043,40876,1
8043,38157,0
8043,42603,1
8043,38153,1
8043,40105,1
8044,39241,1
8044,38814,1
8044,41115,1
8044,42551,0
8044,42584,1
8044,42910,1
8044,39354,1
8044,40462,1
8044,41698,1
8044,41722,1
8044,40692,1
8045,39070,0
8045,34388,1
8045,38443,1
8045,36425,1
8045,36804,1
8045,34340,1
8046,37998,1
8046,36943,1
8046,39600,0
8046,37386,1
8046,38222,1
8047,36852,1
8047,36552,1
8047,36942,1
8047,37222,1
8047,36570,1
8047,37382,1
8047,36314,1
8047,37106,1
8047,36205,1
8047,36922,1
8047,34646,1
8047,36910,1
8047,35152,1
8047,35697,1
8047,36379,1
8047,34456,1
8047,37058,1
8047,36128,-1
8047,37392,1
8047,37391,1
8047,36553,1
8047,37207,1
8047,36944,1
8047,36331,0
8047,37114,1
8047,37298,1
8047,35114,1
8048,40070,-1
8048,44472,1
8048,40928,1
8048,40201,-1
8048,39215,1
8049,42367,-1
8049,40475,1
8049,43891,1
8049,41373,1
8049,41222,1
8050,39157,1
8050,39121,1
8050,39221,-1
8050,39161,1
8050,39724,1
8050,38167,1
8050,38166,-1
8051,39542,-1
8051,43712,1
8051,44360,1
8051,43486,1
8051,43454,1
8051,44699,1
8051,44356,1
8052,41733,1
8052,44946,1
8052,41227,1
8052,43787,0
8052,41181,1
8053,43146,0
8053,39377,1
8053,39253,1
8053,42451,1
8053,41554,1
8053,44096,1
8054,34935,1
8054,34324,1
8054,35059,1
8054,34323,1
8054,34607,1
8055,43867,-1
8055,42192,1
8055,41005,-1
8055,43415,-1
8055,42118,0
8056,39099,1
8056,38620,0
8056,38013,1
8056,38143,1
8056,38950,1
8056,39849,1
8056,39171,1
8056,38347,1
8056,38011,1
8057,38039,1
8057,39517,-1
8057,38394,1
8057,44565,1
8057,44647,1
8057,44356,1
8057,39399,1
8057,44357,1
8057,41692,1
8057,41097,1
8057,40624,1
8057,39076,1
8057,40894,1
8057,39186,1
8058,44565,1
8058,44356,1
8058,41921,1
8058,44360,0
8058,41185,1
8058,43108,1
8058,40891,0
8058,41601,0
8059,40476,1
8059,40806,1
8059,36345,1
8059,38950,1
8059,39791,1
8059,38011,1
8060,37506,1
8060,37194,1
8060,35533,-1
8060,37385,1
8060,37410,1
8061,43880,1
8061,44155,1
8061,44081,1
8061,44522,1
8061,42885,1
8061,44481,1
8061,43898,1
8061,41238,1
8061,44004,1
8062,37975,0
8062,41938,1
8062,40006,1
8062,38235,0
8062,37501,0
8062,38025,1
8062,38065,0
8062,38067,0
8062,38113,1
8063,42066,0
8063,41256,1
8063,41529,1
8063,41756,1
8063,44965,1
8063,44359,1
8063,42646,1
8063,42745,1
8063,41242,1
8064,38951,1
8064,38523,1
8064,39464,1
8064,37196,1
8064,38332,1
8064,37785,1
8064,38170,1
8064,35963,1
8064,38454,1
8064,37625,1
8064,38327,0
8065,40767,-1
8065,42509,-1
8065,41437,-1
8065,41768,-1
8065,40924,-1
8065,42610,0
8066,37596,0
8066,44832,1
8066,35686,0
8066,36219,0
8066,37474,-1
8067,43520,1
8067,43496,1
8067,43513,-1
8067,43477,-1
8067,42875,1
8067,43521,1
8068,41495,1
8068,44326,1
8068,43848,1
8068,43282,-1
8068,41175,1
8068,43672,1
8068,43737,1
8068,41750,1
8069,40642,1
8069,40209,1
8069,39701,1
8069,39435,1
8069,40255,-1
8069,38215,1
8070,39661,0
8070,40103,1
8070,36903,1
8070,40097,1
8070,40899,-1
8070,40627,1
8070,38077,1
8070,41576,1
8071,38873,1
8071,43972,0
8071,39730,1
8071,42395,1
8071,44529,-1
8071,42146,1
8071,42579,0
8072,41896,1
8072,42533,-1
8072,43778,-1
8072,42466,1
8072,39791,1
8072,42382,1
8072,39482,1
8072,42248,1
8073,41058,1
8073,42188,1
8073,40285,1
8073,42830,1
8073,39180,1
8073,41527,0
8074,37838,1
8074,42272,-1
8074,43872,1
8074,41465,1
8074,43704,1
8074,42961,1
8075,40645,1
8075,41554,1
8075,42458,1
8075,42943,-1
8075,37285,1
8075,42272,1
8075,44402,1
8075,44141,1
8075,44853,1
8075,41934,1
8076,40281,1
8076,42248,1
8076,42947,1
8076,38167,1
8076,43271,1
8076,42958,1
8077,40954,1
8077,37599,1
8077,42510,1
8077,41146,1
8077,43033,1
8077,43696,1
8078,38536,-1
8078,38844,1
8078,42913,0
8078,37624,1
8078,42453,1
8078,39371,1
8078,40355,1
8078,39935,0
8078,35772,1
8079,38530,1
8079,34899,1
8079,34337,1
8079,37701,1
8079,34348,1
8079,35035,1
8079,34648,1
8080,35385,1
8080,34660,1
8080,35304,1
8080,35599,1
8080,35596,1
8080,35656,1
8080,35756,1
8080,35249,1
8080,35541,1
8080,35624,1
8080,35739,1
8081,37505,1
8081,39649,1
8081,35645,1
8081,37727,1
8081,37260,1
8082,42742,1
8082,43564,1
8082,40697,1
8082,42899,1
8082,43825,1
8082,40459,1
8083,44944,-1
8083,42827,1
8083,41186,1
8083,43705,1
8083,41793,1
8083,40438,1
8084,41170,-1
8084,43704,0
8084,35565,-1
8084,40123,-1
8084,40461,1
8084,43758,-1
8084,43944,1
8084,43979,1
8084,42933,0
8084,42949,0
8084,42943,0
8084,42755,-1
8084,44038,0
8084,42214,1
8084,41795,1
8084,40627,1
8084,41436,-1
8085,41506,0
8085,42746,0
8085,43145,0
8085,40688,1
8085,42933,0
8086,37849,0
8086,41437,0
8086,41850,0
8086,41373,1
8086,40671,1
8086,40729,0
8087,39716,0
8087,39149,0
8087,40991,-1
8087,42316,1
8087,42217,-1
8088,38695,1
8088,39223,1
8088,38269,1
8088,37521,1
8088,35198,1
8088,35772,1
8088,41659,1
8089,39551,1
8089,40106,1
8089,40925,1
8089,44642,0
8089,44718,0
8090,43312,-1
8090,44759,0
8090,44110,-1
8090,43009,-1
8090,43903,-1
8091,44820,1
8091,42663,1
8091,43552,1
8091,42917,1
8091,39748,1
8092,43517,1
8092,41292,1
8092,43742,1
8092,42958,1
8092,44324,0
8092,42869,0
8093,35649,1
8093,36089,1
8093,35665,1
8093,35921,0
8093,35674,1
8093,36028,1
8093,35955,1
8093,35896,1
8093,35650,1
8093,35830,0
8093,36170,1
8093,35645,1
8093,35824,1
8093,35667,1
8093,35752,1
8093,35643,1
8093,35950,1
8093,36177,1
8093,35962,1
8094,36739,1
8094,37196,1
8094,37469,1
8094,36851,-1
8094,37040,1
8095,44427,-1
8095,41183,1
8095,43977,-1
8095,37641,1
8095,41096,1
8095,40992,1
8095,39786,1
8095,44936,1
8095,43434,0
8095,44875,1
8095,44169,1
8095,42408,-1
8095,43427,1
8095,36835,1
8095,43593,1
8096,35696,-1
8096,37831,1
8096,37104,1
8096,34743,1
8096,35708,1
8096,37076,-1
8096,37830,0
8096,38729,1
8096,38039,1
8096,37222,1
8096,37574,1
8096,36638,1
8096,35033,1
8096,37765,-1
8096,37646,1
8096,39727,-1
8096,37706,-1
8096,40472,-1
8096,38587,-1
8096,34790,1
8096,35034,-1
8096,35963,1
8096,40152,1
8096,34950,1
8096,35035,1
8096,37078,-1
8096,40067,1
8096,35013,1
8096,38477,-1
8096,34342,1
8096,39932,0
8096,38306,-1
8096,38157,1
8096,39399,1
8096,36553,1
8096,36552,1
8096,38990,0
8096,39795,1
8096,40624,1
8096,37256,1
8096,37625,1
8096,38169,1
8096,37002,1
8096,35697,0
8096,37513,1
8096,36239,0
8096,36528,1
8096,36640,-1
8096,35129,1
8096,35104,-1
8096,34348,1
8096,38156,1
8096,34690,1
8096,36238,1
8096,38472,1
8096,38399,1
8096,36026,1
8096,36314,1
8097,35656,1
8097,37784,1
8097,35628,-1
8097,34455,1
8097,34983,1
8098,41553,1
8098,38154,1
8098,41527,-1
8098,40337,1
8098,39782,0
8099,41101,1
8099,41997,1
8099,39137,1
8099,44712,1
8099,41819,1
8099,42334,-1
8100,38142,0
8100,38490,0
8100,37024,1
8100,36801,1
8100,37993,-1
8100,37021,0
8100,37627,1
8101,34714,1
8101,37741,1
8101,40009,1
8101,36903,1
8101,34518,1
8101,40755,0
8102,37766,1
8102,43569,1
8102,41794,-1
8102,39489,1
8102,39194,0
8102,38336,-1
8102,44642,1
8102,39231,1
8102,44928,1
8102,39645,1
8102,42910,1
8103,36026,1
8103,37104,1
8103,37684,0
8103,38157,0
8103,37559,0
8103,36127,1
8103,36803,1
8103,34950,1
8103,36387,1
8103,34742,1
8103,34741,1
8104,44642,-1
8104,41258,1
8104,42982,1
8104,38159,1
8104,44808,1
8104,44356,1
8105,37863,1
8105,38070,0
8105,38166,1
8105,38389,1
8105,39250,1
8105,37685,-1
8105,37603,1
8105,38833,1
8105,34328,1
8106,44505,1
8106,39729,1
8106,44558,1
8106,43378,1
8106,41921,1
8106,44601,1
8106,44809,1
8106,40794,1
8106,44504,1
8107,40378,0
8107,41955,1
8107,42217,1
8107,40541,1
8107,42218,1
8108,40215,1
8108,42975,1
8108,44842,1
8108,44639,1
8108,39634,1
8108,44818,1
8109,39376,1
8109,42893,1
8109,41536,1
8109,43315,1
8109,40287,1
8109,40898,1
8110,34943,0
8110,35800,-1
8110,35639,1
8110,34434,1
8110,35271,-1
8110,35218,1
8110,35217,1
8110,34419,-1
8110,35306,0
8110,35625,1
8110,35433,1
8110,35267,1
8110,35155,1
8110,35546,0
8110,35687,1
8110,35597,1
8110,35388,0
8110,35215,0
8110,35676,0
8110,35239,1
8110,35284,1
8110,34969,-1
8110,35603,1
8110,34970,1
8110,35475,0
8110,35153,1
8110,35517,-1
8110,35240,1
8110,35422,0
8111,41247,1
8111,40867,1
8111,40444,1
8111,40728,1
8111,40283,1
8112,44147,-1
8112,42440,-1
8112,43703,-1
8112,42819,-1
8112,42973,0
8113,39230,1
8113,36754,1
8113,42153,1
8113,40358,1
8113,39985,1
8114,39049,0
8114,40843,1
8114,41808,0
8114,39910,1
8114,38857,1
8115,43784,1
8115,42621,1
8115,42914,0
8115,40141,1
8115,42602,0
8115,41249,-1
8116,40040,-1
8116,38154,0
8116,41503,-1
8116,44362,0
8116,37558,-1
8116,40625,-1
8117,41172,1
8117,43428,1
8117,42829,-1
8117,40620,-1
8117,38541,1
8118,39692,1
8118,41878,1
8118,42502,1
8118,41412,-1
8118,41835,-1
8119,42973,1
8119,42622,0
8119,40881,1
8119,42419,1
8119,40924,0
8119,40141,1
8119,43393,1
8120,40335,1
8120,38785,1
8120,40318,1
8120,38948,-1
8120,41466,1
8120,40627,1
8121,43705,0
8121,44070,1
8121,44687,1
8121,43402,1
8121,42887,1
8121,41233,1
8121,43531,1
8121,43761,1
8122,44030,-1
8122,40891,1
8122,44938,0
8122,41741,-1
8122,41629,-1
8123,40697,1
8123,42819,0
8123,37033,1
8123,40627,1
8123,41146,1
8124,42963,1
8124,38164,-1
8124,37516,1
8124,38225,1
8124,37517,1
8125,36251,0
8125,40336,0
8125,40004,0
8125,39363,1
8125,38009,-1
8125,39239,1
8125,40254,1
8125,38715,0
8125,39277,0
8125,38251,1
8125,40928,1
8126,41818,1
8126,39645,1
8126,40881,1
8126,38602,-1
8126,41287,1
8127,35784,0
8127,35643,1
8127,34413,1
8127,34403,1
8127,36636,0
8127,36739,1
8127,34544,1
8127,35306,1
8127,36431,1
8127,36479,1
8127,36756,1
8128,35534,-1
8128,35504,1
8128,35117,-1
8128,34603,-1
8128,35513,1
8129,44195,1
8129,43433,1
8129,43403,1
8129,41189,1
8129,39792,1
8129,40697,1
8129,41176,1
8129,39399,1
8129,41646,1
8129,43531,1
8129,44237,1
8129,38429,1
8129,43707,1
8129,40683,-1
8129,44257,1
8129,41947,0
8129,41436,1
8129,38580,1
8129,43398,1
8129,39954,-1
8129,42875,1
8129,39692,1
8129,41092,1
8129,43522,1
8129,43470,1
8129,43362,1
8129,43397,1
8129,44132,1
8129,42726,1
8129,38819,1
8129,42967,1
8129,42692,1
8129,38471,0
8129,40023,1
8129,39824,1
8129,44391,1
8129,40899,1
